BEA									
DEPARTEMENT FINANCE ET COMPTABILITE									
									
TABLEAU D'AMORTISSEMENT AAI									
		30/06/2026							
COMPTE N°: 142010  Compte Amort: 148211									
			Valeur		 AmtCumulés	Dotation	Montant Amt	Valeur Net	AGENCE 
Date 	Qté	Désignation	d'Acquisition MRU	Taux	 Fin Exr.2025	Exer. En. C	Fin Exercice 2026	Comptable	
01/01/16		Report 31/12/2015	 15 130 017,00   	10%	 15 130 017,00   	 -     	 15 130 017,00   	 0,00   	
05/05/16	50	Etagères en fer type carré de 30 tolle 10/10	 225 000,00   	10%	 217 500   	 7 500,00   	 225 000,00   	 -     	
13/06/16	1	Pompe 7,5 W + Injection + Cables	 86 300,00   	10%	 82 704   	 3 595,83   	 86 300,00   	 -     	
13/06/16	1	Partie Hydraulique 7,5 KW	 79 000,00   	10%	 75 708   	 3 291,67   	 79 000,00   	 -     	
23/06/16	2	Panneaux limineux + accessoires	 89 000,00   	10%	 84 550   	 4 450,00   	 89 000,00   	 -     	
12/07/16	1	Climatiseurs   split 18000 BTU	 20 500,00   	10%	 19 475   	 1 025,00   	 20 500,00   	 -     	
13/07/16	1	Climatiseur 1,5 CV	 15 000,00   	10%	 14 250   	 750,00   	 15 000,00   	 -     	
18/07/16	25	Etagères 1m.20/ 2m	 14 000,00   	10%	 13 183   	 816,67   	 14 000,00   	 -     	
05/08/16	2	Climatiseurs Airewell (18 000+ 12000) btu	 54 000,00   	10%	 50 850   	 3 150,00   	 54 000,00   	 -     	
01/09/16	2	 Climatiseur EMG( 18 btu+12 btu)	 33 000,00   	10%	 30 800   	 2 200,00   	 33 000,00   	 -     	
14/10/16	1	 Climatiseur LG Split 12000 btu	 14 700,00   	10%	 13 598   	 1 102,50   	 14 700,00   	 -     	
03/11/16	2	Camera IP PTZ 2 MP + DVR + Accessoitres	 840 000,00   	10%	 770 000   	 70 000,00   	 840 000,00   	 -     	
09/11/16	2	Climatiseur Air well 12000 cv + Beko 18 cv	 48 000,00   	10%	 44 000   	 4 000,00   	 48 000,00   	 -     	
31/12/16		Solde au 31/12/2016	 16 648 517,00   	10%	 16 546 635,33   	 101 881,67   	 16 648 517,00   	 0,00   	
									
01/01/17		Report 31/12/2016	 16 648 517,00   	10%	 16 546 635,33   	 101 881,67   	 16 648 517,00   	 0,00   	
09/03/17	2	Guichets automatiques	 570 600,00   	10%	 504 030   	 28 530,00   	 532 560,00   	 38 040,00   	
20/03/17	1	Lavabo Dama N+ Mitigeur Targa	 14 500,00   	10%	 12 688   	 725,00   	 13 412,50   	 1 087,50   	
27/04/17	1	Climatiseur 1,5 CV	 19 000,00   	10%	 16 467   	 950,00   	 17 416,67   	 1 583,33   	
04/05/17	4	Onduleur APC SMART-UPS 3000 VA	 187 079,00   	10%	 162 135   	 9 353,95   	 171 489,08   	 15 589,92   	
23/05/17	1	Climatiseurs   1,5 CV EMG	 18 500,00   	10%	 15 879   	 925,00   	 16 804,17   	 1 695,83   	
28/07/17	1	Installation Electricité	 48 200,00   	10%	 40 970   	 2 410,00   	 43 380,00   	 4 820,00   	
28/07/17	49	Installation Materiel Electricité	 91 800,00   	10%	 78 030   	 4 590,00   	 82 620,00   	 9 180,00   	
16/08/17	1	Climatiseur 1,5 CV	 18 000,00   	10%	 15 000   	 900,00   	 15 900,00   	 2 100,00   	
06/09/17	1	Disjincteur Compacte 250 AP 	 19 140,00   	10%	 15 950   	 957,00   	 16 907,00   	 2 233,00   	
21/09/17	2	Climatiseur Splits 12 000 BTU	 27 000,00   	10%	 22 275   	 1 350,00   	 23 625,00   	 3 375,00   	
01/11/17	1	Porte sécrurité	 11 700,00   	10%	 9 555   	 585,00   	 10 140,00   	 1 560,00   	
06/12/17	6	Climatiseurs   1,5 CV EMG	 117 000,00   	10%	 94 575   	 5 850,00   	 100 425,00   	 16 575,00   	
31/12/17		Solde au 31/12/2017	 17 791 036,00   	10%	 17 534 188,80   	 159 007,62   	 17 693 196,42   	 97 839,58   	
									
01/01/18		Report 31/12/2017	 17 791 036,00   	10%	 17 534 188,80   	 159 007,62   	 17 693 196,42   	 97 839,58   	
26/01/18	4	Fabrication Châssis en Aluminium	 33 500,00   	10%	 26 521   	 1 675,00   	 28 195,83   	 5 304,17   	
07/02/18	1	Châssis fixe en Alu Asiatique de 3m65x 2m	 19 500,00   	10%	 15 438   	 975,00   	 16 412,50   	 3 087,50   	
01/06/18	4	Climatiseur 1,5 CV	 80 000,00   	10%	 60 667   	 4 000,00   	 64 666,67   	 15 333,33   	
29/10/18	1	Slabilisateur 20 KVA/380 V	 45 820,00   	10%	 32 838   	 2 291,00   	 35 128,67   	 10 691,33   	
12/12/18	4	 2 Climatiseur EMG 12000 btu + 1 Aiwail 12 000 BTU	 86 000,00   	10%	 60 917   	 4 300,00   	 65 216,67   	 20 783,33   	
13/12/18	1	Fax Panasonic 701	 8 000,00   	10%	 5 667   	 400,00   	 6 066,67   	 1 933,33   	
18/12/18	2	GAB SS 27	 1 231 920,00   	10%	 862 344   	 61 596,00   	 923 940,00   	 307 980,00   	
02/01/18	1	Poste Standard Panasonic K7737	 3 800,00   	10%	 3 040   	 190,00   	 3 230,00   	 570,00   	
31/12/18		Solde au 31/12/2018	 19 299 576,00   	10%	 18 601 618,80   	 234 434,62   	 18 836 053,42   	 463 522,58   	
									
									
									
									
									
									
									
									
									
01/01/19		Report 31/12/2018	 19 299 576,00   	10%	 18 601 618,80   	 234 434,62   	 18 836 053,42   	 463 522,58   	
30/01/19	1	Porte blindée 	 90 000,00   	10%	 62 250   	 4 500,00   	 66 750,00   	 23 250,00   	
26/02/19	20	Etagères en fer tube carré 30 noir tol 10	 100 000,00   	10%	 68 333   	 5 000,00   	 73 333,33   	 26 666,67   	
20/03/19	1	Porte Aluminum Guichet	 22 000,00   	10%	 14 850   	 1 100,00   	 15 950,00   	 6 050,00   	
30/05/19	1	Caméra Intene XENYUM	 5 000,00   	10%	 3 292   	 250,00   	 3 541,67   	 1 458,33   	
30/05/19	1	Caméra Intene HD	 60 000,00   	10%	 39 500   	 3 000,00   	 42 500,00   	 17 500,00   	
18/06/19	2	GAB SefServ27(S2)	 1 129 260,00   	10%	 621 093   	 56 463,00   	 677 556,00   	 451 704,00   	
18/06/19	2	GAB SefServ27(S2)	 1 129 260,00   	10%	 56 463   		 56 463,00   	 1 072 797,00   	
27/06/19	1	Stablisateur 5 kva	 6 728,00   	10%	 4 373   	 336,40   	 4 709,60   	 2 018,40   	
27/06/19	2	Climatiseur console 18 000 btu	 62 000,00   	10%	 40 300   	 3 100,00   	 43 400,00   	 18 600,00   	
09/07/19	1	Coffret d'Alimentation 12V/9A	 62 850,00   	10%	 40 853   	 3 142,50   	 43 995,00   	 18 855,00   	
09/07/19	4	GAB Multifonction Diebold Nixdorf CS 2560	 2 258 520,00   	10%	 1 468 038   	 112 926,00   	 1 580 964,00   	 677 556,00   	
11/07/19	1	Porte grille de sécurité	 45 000,00   	10%	 29 250   	 2 250,00   	 31 500,00   	 13 500,00   	
18/07/19	6	Climatiseurs Air well+ EMG	 132 000,00   	10%	 84 700   	 6 600,00   	 91 300,00   	 40 700,00   	
27/08/19	7	Climatiseurs  West pool	 154 000,00   	10%	 97 533   	 7 700,00   	 105 233,33   	 48 766,67   	
